order_id,order_date,region,category,unit_price,quantity,discount,sales
450,2025-04-06,Central,Clothing,4149.83,2,0.05,7884.68
451,2025-05-06,South,Home,1709.28,9,0.2,12306.82
452,2025-04-28,North,Food,910.12,3,0.2,2184.29
453,2025-02-17,Central,Food,3574.47,2,0.2,5719.15
454,2025-03-30,North,Clothing,4138.59,8,0.05,31453.28
455,2025-08-25,East,Clothing,548.16,10,0.1,4933.44
456,2025-09-29,Central,Electronics,1237.38,6,0.1,6681.85
457,2025-07-08,North,Clothing,752.76,6,0.2,3613.25
458,2025-07-11,North,Electronics,1772.31,10,0.0,17723.1
459,2025-03-10,South,Electronics,2279.24,7,0.1,14359.21
460,2025-10-05,North,Food,3756.69,7,0.05,24981.99
461,2025-12-15,Central,Food,3273.18,6,0.1,17675.17
462,2025-09-04,Central,Home,3123.6,4,0.2,9995.52
463,2025-03-17,South,Food,1794.26,9,0.0,16148.34
464,2025-06-03,Central,Food,4215.17,6,0.1,22761.92
465,2025-05-24,East,Clothing,2382.87,4,0.1,8578.33
466,2025-03-27,Central,Food,4896.57,3,0.2,11751.77
467,2025-07-04,Central,Home,3189.0,4,0.0,12756.0
468,2025-10-12,North,Clothing,675.01,3,0.0,2025.03
469,2025-08-08,North,Home,3397.08,2,0.2,5435.33
470,2025-03-10,Central,Food,1659.26,5,0.05,7881.48
471,2025-02-16,South,Home,3447.32,2,0.1,6205.18
472,2025-04-04,North,Clothing,394.72,6,0.05,2249.9
473,2025-08-26,South,Electronics,915.66,3,0.1,2472.28
474,2025-07-23,Central,Home,4285.9,6,0.1,23143.86
475,2025-08-06,Central,Home,1174.54,10,0.05,11158.13
476,2025-12-07,East,Clothing,4193.35,9,0.2,30192.12
477,2025-02-08,North,Clothing,1432.42,1,0.2,1145.94
478,2025-04-10,Central,Home,3232.27,6,0.1,17454.26
479,2025-10-16,East,Food,3486.05,9,0.2,25099.56
480,2025-09-11,North,Home,2587.64,4,0.1,9315.5
481,2025-08-10,Central,Clothing,1561.29,2,0.2,2498.06
482,2025-12-23,Central,Electronics,1102.59,4,0.1,3969.32
483,2025-01-23,North,Electronics,214.29,1,0.2,171.43
484,2025-09-07,North,Food,1554.53,3,0.0,4663.59
485,2025-01-10,North,Home,3283.16,10,0.05,31190.02
486,2025-09-03,Central,Electronics,4694.61,9,0.0,42251.49
487,2025-11-21,Central,Home,4362.46,10,0.05,41443.37
488,2025-04-10,East,Clothing,3842.02,5,0.05,18249.59
489,2025-10-17,South,Electronics,3952.81,6,0.1,21345.17
490,2025-06-29,North,Food,3341.68,3,0.05,9523.79
491,2025-08-11,Central,Clothing,1338.42,5,0.0,6692.1
492,2025-09-07,Central,Food,4540.62,8,0.0,36324.96
493,2025-05-27,North,Clothing,3370.12,6,0.2,16176.58
494,2025-04-06,South,Electronics,2824.18,4,0.0,11296.72
495,2025-09-14,North,Food,599.4,2,0.2,959.04
496,2025-11-21,South,Food,2262.92,9,0.05,19347.97
497,2025-01-04,Central,Clothing,2328.77,1,0.0,2328.77
498,2025-01-16,South,Food,4329.59,1,0.05,4113.11
499,2025-10-07,East,Clothing,2755.91,4,0.0,11023.64
500,2025-12-02,Central,Clothing,1932.98,7,0.0,13530.86
501,2025-09-04,East,Clothing,4885.16,1,0.2,3908.13
502,2025-09-15,North,Clothing,598.07,9,0.05,5113.5
503,2025-06-09,North,Electronics,2141.61,4,0.0,8566.44
504,2025-12-06,North,Clothing,258.02,3,0.1,696.65
505,2025-06-01,South,Home,3712.53,1,0.05,3526.9
506,2025-06-27,Central,Food,4594.48,10,0.05,43647.56
507,2025-06-12,North,Home,1436.18,4,0.05,5457.48
508,2025-02-02,North,Electronics,4298.79,9,0.2,30951.29
509,2025-06-28,Central,Home,1496.48,10,0.1,13468.32
510,2025-04-11,North,Food,4558.31,6,0.05,25982.37
511,2025-09-25,East,Home,3782.11,6,0.0,22692.66
512,2025-11-19,Central,Electronics,4034.29,1,0.0,4034.29
513,2025-03-06,Central,Clothing,139.13,10,0.2,1113.04
514,2025-06-17,Central,Home,4815.91,2,0.0,9631.82
515,2025-11-26,East,Electronics,3647.02,6,0.05,20788.01
516,2025-02-12,Central,Electronics,1558.52,2,0.0,3117.04
517,2025-02-13,East,Food,4155.5,3,0.05,11843.18
518,2025-10-12,Central,Food,1443.53,4,0.0,5774.12
519,2025-01-12,South,Home,4370.13,5,0.1,19665.59
520,2025-04-05,North,Clothing,607.27,9,0.2,4372.34
521,2025-10-29,South,Electronics,3533.25,4,0.2,11306.4
522,2025-09-10,North,Home,2726.46,9,0.1,22084.33
523,2025-08-30,East,Electronics,527.85,10,0.1,4750.65
524,2025-02-04,South,Electronics,1247.37,3,0.2,2993.69
525,2025-08-03,Central,Clothing,111.4,8,0.1,802.08
526,2025-12-03,North,Clothing,2370.4,1,0.05,2251.88
527,2025-03-31,North,Home,1541.26,9,0.0,13871.34
528,2025-09-21,South,Clothing,3011.87,9,0.2,21685.46
529,2025-04-03,East,Clothing,1521.33,10,0.1,13691.97
530,2025-03-31,South,Home,1534.6,2,0.05,2915.74
531,2025-04-25,East,Clothing,3728.81,4,0.2,11932.19
532,2025-04-15,East,Food,288.31,8,0.1,2075.83
533,2025-07-15,North,Electronics,4519.33,7,0.2,25308.25
534,2025-11-10,South,Electronics,4268.71,1,0.1,3841.84
535,2025-04-24,South,Electronics,3355.63,5,0.2,13422.52
536,2025-03-16,East,Electronics,2986.45,7,0.05,19859.89
537,2025-08-05,South,Home,4466.9,4,0.05,16974.22
538,2025-10-04,Central,Electronics,967.38,1,0.0,967.38
539,2025-09-06,Central,Electronics,440.9,9,0.2,3174.48
540,2025-06-13,South,Electronics,1235.58,5,0.0,6177.9
541,2025-12-23,South,Electronics,3983.16,2,0.2,6373.06
542,2025-07-11,East,Food,221.62,8,0.1,1595.66
543,2025-08-15,Central,Electronics,2934.89,2,0.1,5282.8
544,2025-06-26,Central,Food,4977.42,3,0.0,14932.26
545,2025-04-09,North,Home,4285.7,10,0.2,34285.6
546,2025-02-05,East,Clothing,2631.16,1,0.0,2631.16
547,2025-04-06,North,Electronics,365.02,2,0.05,693.54
548,2025-06-01,Central,Clothing,4165.3,7,0.0,29157.1
549,2025-05-31,East,Clothing,3014.94,10,0.0,30149.4
550,2025-07-09,South,Home,618.92,2,0.1,1114.06
551,2025-08-12,East,Clothing,514.59,6,0.0,3087.54
552,2025-02-06,South,Food,4552.65,3,0.2,10926.36
553,2025-09-25,South,Clothing,3362.54,4,0.1,12105.14
554,2025-07-02,East,Clothing,4154.97,8,0.0,33239.76
555,2025-01-13,South,Clothing,4400.95,3,0.05,12542.71
556,2025-10-06,North,Electronics,2880.27,10,0.0,28802.7
557,2025-08-05,Central,Electronics,2611.36,6,0.0,15668.16
558,2025-12-21,South,Food,2180.62,1,0.0,2180.62
559,2025-12-27,North,Food,1618.89,7,0.1,10199.01
560,2025-10-13,South,Electronics,2201.25,8,0.2,14088.0
561,2025-09-30,Central,Food,3880.7,8,0.05,29493.32
562,2025-03-03,North,Electronics,3029.52,3,0.0,9088.56
563,2025-03-25,Central,Home,4467.99,10,0.2,35743.92
564,2025-08-05,Central,Clothing,2244.73,1,0.2,1795.78
565,2025-12-08,North,Clothing,3055.09,9,0.1,24746.23
566,2025-07-06,North,Food,3174.97,6,0.05,18097.33
567,2025-01-19,North,Electronics,2978.9,9,0.1,24129.09
568,2025-06-26,East,Electronics,3528.04,7,0.2,19757.02
569,2025-04-10,North,Food,1225.3,1,0.2,980.24
570,2025-08-21,North,Electronics,2586.2,1,0.2,2068.96
571,2025-03-17,North,Home,565.91,6,0.1,3055.91
572,2025-09-22,North,Clothing,1953.33,5,0.05,9278.32
573,2025-10-11,South,Food,2463.95,9,0.0,22175.55
574,2025-07-25,East,Food,3278.51,2,0.1,5901.32
575,2025-08-11,Central,Electronics,4755.13,8,0.2,30432.83
576,2025-02-21,North,Food,3023.22,5,0.1,13604.49
577,2025-12-05,South,Home,3730.79,2,0.2,5969.26
578,2025-05-24,South,Electronics,2556.02,10,0.0,25560.2
579,2025-03-10,South,Electronics,3188.81,6,0.0,19132.86
580,2025-04-09,Central,Electronics,401.11,10,0.05,3810.54
581,2025-01-25,North,Electronics,1309.24,8,0.2,8379.14
582,2025-02-22,East,Home,1841.17,4,0.05,6996.45
583,2025-05-31,East,Electronics,2388.84,2,0.05,4538.8
584,2025-05-24,South,Food,275.96,5,0.0,1379.8
585,2025-02-26,Central,Home,743.12,2,0.1,1337.62
586,2025-02-08,Central,Clothing,1420.23,2,0.1,2556.41
587,2025-04-19,Central,Clothing,4859.09,6,0.05,27696.81
588,2025-06-30,East,Food,1690.17,10,0.0,16901.7
589,2025-02-11,South,Food,2436.1,9,0.2,17539.92
590,2025-07-05,North,Home,1020.68,4,0.1,3674.45
591,2025-08-11,East,Clothing,3073.36,6,0.05,17518.15
592,2025-05-02,South,Clothing,1439.38,7,0.1,9068.09
593,2025-05-13,South,Clothing,1074.61,6,0.1,5802.89
594,2025-06-12,North,Clothing,2607.03,8,0.2,16684.99
595,2025-08-03,North,Clothing,77.25,4,0.0,309.0
596,2025-08-09,North,Electronics,87.94,1,0.2,70.35
597,2025-08-23,Central,Food,1134.39,7,0.0,7940.73
598,2025-11-27,North,Electronics,231.77,3,0.1,625.78
599,2025-05-26,South,Clothing,584.73,6,0.05,3332.96
600,2025-08-27,North,Home,1727.36,2,0.2,2763.78
601,2025-03-17,South,Home,4022.8,9,0.0,36205.2
602,2025-01-09,East,Clothing,2881.64,1,0.1,2593.48
603,2025-03-15,Central,Clothing,2587.71,6,0.0,15526.26
604,2025-09-10,East,Home,1502.77,6,0.0,9016.62
605,2025-08-18,East,Electronics,4662.18,5,0.0,23310.9
606,2025-01-07,South,Electronics,2015.22,5,0.1,9068.49
607,2025-06-23,East,Clothing,481.11,1,0.05,457.05
608,2025-05-21,South,Electronics,3104.48,10,0.05,29492.56
609,2025-06-17,North,Home,613.5,5,0.05,2914.12
610,2025-06-19,North,Electronics,1758.85,2,0.0,3517.7
611,2025-10-10,South,Clothing,2561.69,7,0.1,16138.65
612,2025-05-02,North,Home,4377.4,3,0.0,13132.2
613,2025-07-13,Central,Electronics,2493.06,4,0.05,9473.63
614,2025-01-05,East,Food,3526.18,3,0.05,10049.61
615,2025-01-29,Central,Home,4964.44,3,0.1,13403.99
616,2025-06-14,East,Home,700.87,4,0.0,2803.48
617,2025-12-05,North,Food,1409.92,5,0.2,5639.68
618,2025-05-16,Central,Food,2003.15,1,0.2,1602.52
619,2025-12-31,North,Home,2138.05,4,0.05,8124.59
620,2025-11-17,East,Food,2084.55,8,0.1,15008.76
621,2025-12-08,South,Clothing,4542.67,10,0.0,45426.7
622,2025-05-25,South,Clothing,3584.46,7,0.0,25091.22
623,2025-11-23,Central,Clothing,3059.13,9,0.05,26155.56
624,2025-08-05,North,Home,1581.39,5,0.05,7511.6
625,2025-10-28,North,Food,4127.76,10,0.0,41277.6
626,2025-05-12,Central,Food,4777.55,4,0.0,19110.2
627,2025-10-19,South,Electronics,4114.93,8,0.05,31273.47
628,2025-03-11,East,Electronics,57.75,9,0.0,519.75
629,2025-09-09,Central,Food,3200.19,7,0.2,17921.06
630,2025-10-02,East,Food,303.12,7,0.05,2015.75
631,2025-12-30,South,Food,1325.16,5,0.0,6625.8
632,2025-07-01,North,Home,344.65,4,0.05,1309.67
633,2025-06-16,South,Food,3038.79,10,0.1,27349.11
634,2025-04-01,Central,Electronics,3448.62,1,0.05,3276.19
635,2025-07-21,North,Home,616.71,10,0.05,5858.74
636,2025-12-12,Central,Food,1950.0,10,0.1,17550.0
637,2025-01-19,Central,Electronics,2308.37,7,0.2,12926.87
638,2025-02-08,South,Home,1876.81,1,0.0,1876.81
639,2025-05-06,Central,Food,649.07,1,0.1,584.16
640,2025-06-22,South,Food,2123.79,5,0.05,10088.0
641,2025-05-21,North,Food,3768.33,9,0.0,33914.97
642,2025-08-30,South,Home,401.49,6,0.1,2168.05
643,2025-08-08,North,Electronics,446.89,3,0.0,1340.67
644,2025-05-06,South,Electronics,1806.12,3,0.0,5418.36
645,2025-02-27,East,Clothing,4711.54,7,0.1,29682.7
646,2025-05-28,East,Food,3359.43,6,0.0,20156.58
647,2025-11-13,Central,Clothing,3409.42,9,0.2,24547.82
648,2025-12-27,South,Clothing,1841.5,6,0.1,9944.1
649,2025-01-01,South,Electronics,2988.62,5,0.2,11954.48
650,2025-12-14,North,Home,100.15,10,0.05,951.42
651,2025-07-09,Central,Home,3198.68,7,0.0,22390.76
652,2025-07-10,South,Electronics,4570.77,1,0.05,4342.23
653,2025-11-08,Central,Home,3082.24,7,0.05,20496.9
654,2025-04-27,East,Clothing,4374.81,3,0.0,13124.43
655,2025-05-14,South,Food,3633.67,9,0.1,29432.73
656,2025-02-27,South,Electronics,646.76,6,0.0,3880.56
657,2025-02-13,Central,Food,4517.14,9,0.05,38621.55
658,2025-06-22,South,Home,378.9,5,0.05,1799.78
659,2025-06-09,Central,Food,2693.14,7,0.1,16966.78
660,2025-06-22,South,Home,753.58,4,0.0,3014.32
661,2025-11-13,North,Home,107.95,7,0.05,717.87
662,2025-10-30,Central,Clothing,2139.07,1,0.2,1711.26
663,2025-05-29,South,Home,1510.45,7,0.05,10044.49
664,2025-03-21,East,Clothing,2455.7,8,0.05,18663.32
665,2025-08-01,South,Clothing,2907.14,5,0.1,13082.13
666,2025-07-22,East,Clothing,266.51,2,0.2,426.42
667,2025-09-09,East,Electronics,658.87,5,0.05,3129.63
668,2025-08-17,North,Electronics,2815.28,6,0.05,16047.1
669,2025-06-13,Central,Home,1748.68,2,0.2,2797.89
670,2025-08-15,South,Clothing,3659.41,6,0.0,21956.46
671,2025-05-27,North,Electronics,3278.84,6,0.0,19673.04
672,2025-01-20,South,Clothing,4235.74,1,0.05,4023.95
673,2025-02-16,East,Food,3477.84,1,0.05,3303.95
674,2025-08-21,Central,Food,2178.16,10,0.0,21781.6
675,2025-11-01,South,Food,3381.18,3,0.1,9129.19
676,2025-01-14,South,Home,1413.14,10,0.2,11305.12
677,2025-05-23,East,Clothing,1566.25,10,0.2,12530.0
678,2025-01-01,South,Food,3955.48,3,0.1,10679.8
679,2025-02-23,South,Electronics,2259.78,4,0.1,8135.21
680,2025-09-16,East,Food,4001.98,2,0.1,7203.56
681,2025-05-24,North,Food,4120.99,9,0.1,33380.02
682,2025-01-12,East,Food,4294.93,10,0.1,38654.37
683,2025-11-26,North,Home,4587.34,7,0.1,28900.24
684,2025-08-12,Central,Electronics,2183.38,7,0.2,12226.93
685,2025-09-29,North,Clothing,1628.39,6,0.1,8793.31
686,2025-12-24,North,Electronics,2931.88,3,0.0,8795.64
687,2025-06-05,Central,Clothing,1887.3,6,0.1,10191.42
688,2025-01-08,North,Home,3025.32,8,0.1,21782.3
689,2025-05-02,East,Home,3542.65,8,0.2,22672.96
690,2025-12-14,North,Home,3457.6,9,0.2,24894.72
691,2025-06-13,Central,Home,1904.04,1,0.1,1713.64
692,2025-03-31,East,Clothing,875.96,1,0.2,700.77
693,2025-05-16,Central,Food,2181.12,3,0.05,6216.19
694,2025-07-05,Central,Clothing,755.84,3,0.2,1814.02
695,2025-11-12,South,Electronics,4455.98,10,0.2,35647.84
696,2025-06-27,South,Home,1762.09,8,0.2,11277.38
697,2025-01-28,Central,Home,814.58,10,0.2,6516.64
698,2025-08-08,Central,Electronics,175.97,1,0.0,175.97
699,2025-12-23,Central,Clothing,3246.82,2,0.0,6493.64
700,2025-02-10,South,Food,3202.67,2,0.0,6405.34
701,2025-08-16,South,Food,1735.99,3,0.1,4687.17
702,2025-07-11,North,Electronics,404.97,6,0.1,2186.84
703,2025-05-25,North,Food,2077.66,1,0.05,1973.78
704,2025-07-20,Central,Clothing,1590.53,2,0.0,3181.06
705,2025-07-31,East,Clothing,3401.75,1,0.1,3061.58
706,2025-08-08,East,Electronics,3048.61,5,0.2,12194.44
707,2025-08-28,South,Clothing,1854.74,7,0.2,10386.54
708,2025-02-15,South,Home,1128.57,8,0.0,9028.56
709,2025-02-04,South,Electronics,4940.78,10,0.05,46937.41
710,2025-09-10,Central,Clothing,2297.31,1,0.05,2182.44
711,2025-03-23,East,Electronics,3456.96,7,0.2,19358.98
712,2025-09-13,North,Food,745.74,5,0.05,3542.26
713,2025-07-16,Central,Clothing,2453.67,10,0.0,24536.7
714,2025-10-30,North,Home,186.31,1,0.2,149.05
715,2025-01-10,North,Clothing,2552.0,3,0.1,6890.4
716,2025-11-08,Central,Electronics,4821.89,7,0.1,30377.91
717,2025-10-13,North,Electronics,1951.82,10,0.05,18542.29
718,2025-08-30,East,Clothing,243.03,1,0.2,194.42
719,2025-09-08,North,Home,203.23,7,0.2,1138.09
720,2025-12-31,East,Home,1970.53,5,0.1,8867.38
721,2025-01-05,East,Home,842.12,1,0.2,673.7
722,2025-04-29,East,Electronics,165.59,1,0.2,132.47
723,2025-10-16,South,Clothing,3793.26,1,0.2,3034.61
724,2025-03-06,North,Food,2319.69,9,0.05,19833.35
725,2025-05-26,Central,Electronics,1481.76,3,0.2,3556.22
726,2025-08-12,Central,Home,4505.41,5,0.0,22527.05
727,2025-08-27,North,Clothing,624.89,10,0.05,5936.45
728,2025-06-26,South,Home,4781.8,9,0.2,34428.96
729,2025-09-24,South,Food,1604.14,6,0.2,7699.87
730,2025-12-07,East,Home,4447.6,9,0.0,40028.4
731,2025-10-09,North,Home,3034.57,8,0.05,23062.73
732,2025-03-04,North,Food,4142.2,8,0.1,29823.84
733,2025-08-05,Central,Clothing,4920.87,1,0.1,4428.78
734,2025-12-08,North,Electronics,1477.61,9,0.05,12633.57
735,2025-11-11,South,Clothing,4807.62,6,0.2,23076.58
736,2025-10-10,North,Food,1977.94,9,0.2,14241.17
737,2025-06-26,Central,Home,1958.28,3,0.1,5287.36
738,2025-04-08,East,Clothing,1734.92,3,0.1,4684.28
739,2025-04-15,Central,Electronics,2729.97,6,0.1,14741.84
740,2025-04-09,Central,Food,813.02,9,0.0,7317.18
741,2025-11-07,East,Clothing,2790.87,7,0.1,17582.48
742,2025-01-06,Central,Electronics,2731.44,3,0.0,8194.32
743,2025-07-16,Central,Food,3821.41,3,0.05,10891.02
744,2025-12-17,North,Electronics,4176.57,2,0.2,6682.51
745,2025-05-13,North,Food,2230.18,9,0.1,18064.46
746,2025-12-24,East,Home,1546.55,3,0.2,3711.72
747,2025-09-16,North,Clothing,1333.71,5,0.2,5334.84
748,2025-01-23,North,Electronics,1013.39,9,0.1,8208.46
749,2025-02-22,Central,Food,335.36,8,0.1,2414.59
750,2025-06-14,South,Electronics,1745.12,2,0.05,3315.73
751,2025-07-21,North,Electronics,1387.73,3,0.0,4163.19
752,2025-03-24,South,Clothing,4833.77,2,0.0,9667.54
753,2025-05-25,North,Home,2810.66,8,0.2,17988.22
754,2025-03-26,North,Electronics,1769.02,6,0.1,9552.71
755,2025-03-19,East,Food,2923.31,6,0.05,16662.87
756,2025-01-01,East,Food,739.02,9,0.05,6318.62
757,2025-02-20,East,Home,2248.02,8,0.05,17084.95
758,2025-06-22,South,Food,3149.86,4,0.05,11969.47
759,2025-07-24,Central,Home,2470.04,4,0.05,9386.15
760,2025-09-17,North,Food,2038.81,9,0.0,18349.29
761,2025-10-15,North,Clothing,4969.55,1,0.0,4969.55
762,2025-02-03,North,Electronics,4407.56,2,0.0,8815.12
763,2025-12-14,South,Clothing,3135.86,2,0.1,5644.55
764,2025-04-05,East,Electronics,2868.42,6,0.2,13768.42
765,2025-03-13,Central,Electronics,3122.27,4,0.05,11864.63
766,2025-02-08,South,Electronics,1046.49,10,0.1,9418.41
767,2025-06-03,East,Clothing,2005.93,3,0.05,5716.9
768,2025-09-07,South,Electronics,245.32,3,0.0,735.96
769,2025-06-11,Central,Clothing,2403.95,3,0.1,6490.66
770,2025-04-28,East,Home,2737.97,6,0.0,16427.82
771,2025-09-16,South,Food,1177.36,8,0.05,8947.94
772,2025-11-02,Central,Food,4821.94,7,0.05,32065.9
773,2025-09-25,North,Electronics,4551.8,4,0.2,14565.76
774,2025-02-23,Central,Clothing,3624.61,4,0.05,13773.52
775,2025-08-24,North,Food,2690.26,10,0.0,26902.6
776,2025-08-10,South,Clothing,4356.35,2,0.05,8277.06
777,2025-09-08,East,Clothing,696.73,1,0.2,557.38
778,2025-11-09,East,Electronics,3963.02,9,0.2,28533.74
779,2025-04-22,South,Food,667.86,2,0.0,1335.72
780,2025-09-12,East,Electronics,3981.34,8,0.1,28665.65
781,2025-10-30,East,Electronics,1415.05,9,0.05,12098.68
782,2025-07-26,North,Food,4391.6,4,0.2,14053.12
783,2025-08-17,South,Food,4723.01,8,0.05,35894.88
784,2025-12-07,Central,Home,786.54,9,0.05,6724.92
785,2025-03-07,North,Home,2340.24,10,0.1,21062.16
786,2025-03-16,South,Clothing,4905.89,10,0.2,39247.12
787,2025-04-13,North,Food,2442.87,5,0.05,11603.63
788,2025-07-11,Central,Home,4324.56,7,0.2,24217.54
789,2025-09-09,Central,Clothing,2964.22,10,0.0,29642.2
790,2025-08-14,South,Clothing,1907.88,4,0.0,7631.52
791,2025-10-21,Central,Clothing,1464.63,1,0.05,1391.4
792,2025-11-02,North,Home,1055.95,3,0.2,2534.28
793,2025-04-08,Central,Food,3820.9,5,0.05,18149.27
794,2025-12-04,North,Electronics,1963.38,3,0.2,4712.11
795,2025-10-13,North,Clothing,2580.81,7,0.2,14452.54
796,2025-12-01,Central,Home,2487.01,9,0.1,20144.78
797,2025-12-13,South,Home,2907.53,6,0.1,15700.66
798,2025-11-04,East,Electronics,4334.61,10,0.1,39011.49
799,2025-09-06,Central,Electronics,4904.66,1,0.05,4659.43
800,2025-06-15,North,Home,2067.54,7,0.1,13025.5
801,2025-12-01,North,Food,4146.22,3,0.1,11194.79
802,2025-01-30,Central,Electronics,3834.41,5,0.0,19172.05
803,2025-09-04,South,Home,2888.97,10,0.2,23111.76
804,2025-04-16,South,Electronics,4782.43,4,0.2,15303.78
805,2025-02-20,North,Food,1042.35,10,0.1,9381.15
806,2025-03-22,North,Clothing,590.86,5,0.2,2363.44
807,2025-05-13,South,Electronics,4277.11,5,0.0,21385.55
808,2025-10-12,East,Food,2223.79,6,0.0,13342.74
809,2025-05-18,Central,Home,4242.5,10,0.1,38182.5
810,2025-07-03,North,Electronics,4470.8,10,0.0,44708.0
811,2025-11-26,North,Electronics,359.17,6,0.2,1724.02
812,2025-09-30,South,Home,4423.15,8,0.05,33615.94
813,2025-12-06,Central,Clothing,2269.18,8,0.2,14522.75
814,2025-03-10,South,Home,2576.64,9,0.05,22030.27
815,2025-02-03,Central,Electronics,3151.63,8,0.1,22691.74
816,2025-09-19,Central,Home,4635.59,2,0.05,8807.62
817,2025-02-22,Central,Food,144.62,10,0.0,1446.2
818,2025-07-24,North,Home,2410.38,1,0.2,1928.3
819,2025-05-06,East,Electronics,3454.22,10,0.05,32815.09
820,2025-08-23,South,Home,3627.4,2,0.2,5803.84
821,2025-02-12,East,Clothing,3478.04,2,0.1,6260.47
822,2025-08-28,South,Home,715.45,3,0.1,1931.72
823,2025-04-21,Central,Clothing,1532.01,10,0.0,15320.1
824,2025-09-06,North,Food,1825.64,7,0.1,11501.53
825,2025-05-31,East,Clothing,4031.96,2,0.05,7660.72
826,2025-07-02,North,Home,1429.86,1,0.1,1286.87
827,2025-12-02,South,Electronics,1092.99,6,0.0,6557.94
828,2025-04-05,North,Clothing,4789.37,9,0.2,34483.46
829,2025-01-08,North,Food,93.87,3,0.2,225.29
830,2025-12-26,East,Clothing,4989.21,6,0.1,26941.73
831,2025-07-03,Central,Clothing,3400.27,3,0.05,9690.77
832,2025-10-08,North,Clothing,4150.92,1,0.0,4150.92
833,2025-07-14,Central,Food,1508.37,5,0.05,7164.76
834,2025-12-18,South,Home,120.86,10,0.0,1208.6
835,2025-07-14,North,Clothing,3702.45,4,0.1,13328.82
836,2025-06-04,East,Clothing,4179.02,7,0.0,29253.14
837,2025-04-03,South,Electronics,3715.36,6,0.0,22292.16
838,2025-06-09,South,Food,757.11,10,0.1,6813.99
839,2025-03-02,East,Clothing,3779.47,7,0.05,25133.48
840,2025-05-02,North,Food,3856.17,5,0.1,17352.76
841,2025-02-20,North,Clothing,3309.78,4,0.0,13239.12
842,2025-10-04,South,Home,3842.27,7,0.1,24206.3
843,2025-01-05,North,Home,4237.31,7,0.0,29661.17
844,2025-04-02,Central,Clothing,3087.34,6,0.1,16671.64
845,2025-06-19,East,Home,488.59,8,0.2,3126.98
846,2025-11-13,Central,Clothing,2463.76,4,0.2,7884.03
847,2025-01-22,North,Home,434.36,10,0.1,3909.24
848,2025-11-22,South,Electronics,2067.34,5,0.05,9819.86
849,2025-01-01,East,Electronics,2065.18,4,0.0,8260.72
850,2025-05-13,North,Electronics,376.75,1,0.2,301.4
851,2025-08-21,North,Food,1776.66,8,0.05,13502.62
852,2025-01-12,South,Food,599.44,1,0.0,599.44
853,2025-12-12,South,Electronics,4050.76,5,0.2,16203.04
854,2025-02-15,Central,Food,4741.06,6,0.2,22757.09
855,2025-02-03,East,Home,407.97,6,0.1,2203.04
856,2025-03-19,East,Clothing,4777.82,5,0.0,23889.1
857,2025-08-06,South,Clothing,2636.75,3,0.05,7514.74
858,2025-10-28,Central,Clothing,1532.85,5,0.05,7281.04
859,2025-03-14,East,Electronics,430.47,8,0.05,3271.57
860,2025-10-09,South,Food,2528.09,2,0.0,5056.18
861,2025-09-06,North,Home,3982.85,6,0.05,22702.24
862,2025-02-16,East,Home,3550.08,9,0.05,30353.18
863,2025-05-01,Central,Electronics,298.62,8,0.05,2269.51
864,2025-08-02,Central,Home,410.86,8,0.1,2958.19
865,2025-08-27,Central,Home,2044.22,8,0.1,14718.38
866,2025-02-25,North,Home,1511.69,7,0.0,10581.83
867,2025-12-16,East,Home,1200.3,8,0.0,9602.4
868,2025-04-17,East,Food,1440.97,6,0.05,8213.53
869,2025-11-15,North,Home,4027.24,2,0.1,7249.03
870,2025-02-17,East,Clothing,4649.68,2,0.2,7439.49
871,2025-03-02,North,Electronics,2055.26,8,0.2,13153.66
872,2025-12-03,North,Food,4535.25,1,0.05,4308.49
873,2025-01-26,North,Home,1641.4,6,0.05,9355.98
874,2025-10-19,Central,Food,2408.36,6,0.1,13005.14
875,2025-09-14,East,Home,1168.84,4,0.1,4207.82
876,2025-01-08,North,Clothing,3220.36,10,0.1,28983.24
877,2025-04-23,East,Electronics,4895.96,3,0.0,14687.88
878,2025-12-21,Central,Home,3037.29,3,0.0,9111.87
879,2025-09-10,North,Home,1821.18,1,0.05,1730.12
880,2025-06-29,South,Home,3256.7,3,0.0,9770.1
881,2025-07-26,Central,Home,658.46,4,0.1,2370.46
882,2025-10-30,South,Electronics,4448.86,5,0.1,20019.87
883,2025-05-07,East,Electronics,2540.27,3,0.0,7620.81
884,2025-02-25,East,Clothing,2274.28,6,0.2,10916.54
885,2025-08-02,Central,Electronics,2950.03,5,0.05,14012.64
886,2025-01-14,East,Home,3142.68,3,0.2,7542.43
887,2025-01-28,South,Clothing,405.29,6,0.05,2310.15
888,2025-03-19,North,Clothing,3428.96,6,0.2,16459.01
889,2025-08-04,North,Clothing,1247.56,8,0.0,9980.48
890,2025-12-31,North,Home,3584.07,2,0.05,6809.73
891,2025-06-03,Central,Food,4121.55,1,0.05,3915.47
892,2025-01-14,East,Home,4029.59,4,0.05,15312.44
893,2025-07-06,South,Electronics,2784.88,7,0.1,17544.74
894,2025-11-08,East,Electronics,2624.84,10,0.1,23623.56
895,2025-01-07,East,Home,757.24,3,0.2,1817.38
896,2025-01-03,East,Home,3887.96,3,0.0,11663.88
897,2025-04-21,North,Clothing,1393.48,5,0.1,6270.66
898,2025-08-26,South,Home,2508.64,5,0.05,11916.04
